Date,Category,Clicks,Indirect Items Ordered,Direct Items Ordered,Items Ordered,Direct Conversion Rate,Order Quantity,Product Conversion Rate,Order Conversion Rate,Commission Rate,Ordered Revenue,Items Shipped,Items Returned,Items Shipped Revenue,Items Shipped Earnings,Items Returned Revenue,Items Returned Earnings,Bonus,Total Earnings
2026-07-17,Furniture,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-
2026-07-17,Unknown,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-
2026-07-17,others,4,6,0,6,0.00,6,0.00,0.00,0.00,1252.11,6,1,1252.11,37.56,49.99,1.50,0.00,36.06
