Date,Category,Clicks,Indirect Items Ordered,Direct Items Ordered,Items Ordered,Direct Conversion Rate,Order Quantity,Product Conversion Rate,Order Conversion Rate,Commission Rate,Ordered Revenue,Items Shipped,Items Returned,Items Shipped Revenue,Items Shipped Earnings,Items Returned Revenue,Items Returned Earnings,Bonus,Total Earnings
2026-08-29,others,15,11,0,11,0.00,9,0.00,0.00,0.00,1189.67,11,0,1189.67,36.09,0.00,0.00,0.00,36.09
2026-08-29,Furniture,117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-
