"Project name","TallChairAdvisor"
"Date range","04/15/2026 12:00 AM - 06/13/2026 11:59 PM"


"Visited URL matches regex","^https://tallchairadvisor\.com/best-office-chairs/(\?.*)?$"

"Metric","Sessions"
"","Total sessions","48"
"","Bot sessions","6"

"Metric","Pages per session"
"","Average","1.7708333333333333"

"Metric","Scroll depth"
"","Average","33.89"

"Metric","Active time spent"
"","Active time","96"
"","Total time","278"

"Metric","Users overview"
"","Unique users","44"
"","Sessions with new users","46"
"","Sessions with returning users","2"

"Metric","Insights","No. of sessions","% of sessions"
"","Rage clicks","0","0%"
"","Dead click","2","4.17%"
"","Excessive scrolling","0","0%"
"","Quick back click","5","10.42%"

"Metric","Browsers","No. of sessions","% of sessions"
"","MobileSafari","19","39.58%"
"","Chrome","14","29.17%"
"","ChromeMobile","6","12.50%"
"","SamsungInternet","4","8.33%"
"","Safari","3","6.25%"
"","Opera","1","2.08%"
"","Edge","1","2.08%"

"Metric","Top pages","No. of sessions"
"","https://tallchairadvisor.com/best-office-chairs/","48"
"","https://tallchairadvisor.com/review/leap-plus/","7"
"","https://tallchairadvisor.com/review/aeron-size-c/","4"
"","https://tallchairadvisor.com/review/gesture/","4"
"","https://tallchairadvisor.com/best-office-chairs-under-500/","2"
"","https://tallchairadvisor.com/chairs/steelcase-gesture/tall-people/","2"
"","https://tallchairadvisor.com/chairs/steelcase-gesture/","1"
"","https://tallchairadvisor.com/chairs/steelcase-gesture/seat-height/","1"
"","https://tallchairadvisor.com/gesture-vs-leap-plus/","1"

"Metric","Smart events","No. of sessions","% of sessions"
"","Outbound click","4","8.33%"

"Metric","Referrer","No. of sessions"
"","tallchairadvisor.com","16"
"","www.google.com","9"
"","chatgpt.com","8"
"","duckduckgo.com","2"

"Metric","JavaScript errors"
"","Sessions with JavaScript errors"
""," total JavaScript errors","4"
"","","No. of sessions","% of sessions"
"","undefined is not an object (evaluating 'r["@context"].tolowercase')","4","100%"

"Metric","Performance overview"
"","Score","0"
"","LCP (Largest Contentful Paint)","nulls"
"","INP (Interaction to Next Paint)","nullms"
"","CLS (Cumulative Layout Shift)","nulls"

"Metric","Bot traffic"
"webScraperBotSessions","0"
"suspiciousDeviceBotSessions","5"
"suspiciousNetworkBotSessions","0"
"suspiciousInteractionBotSessions","6"
"ppcAdFraudBotSessions","0"
"otherBotsSessions","0"
"__typename","BotTypes"
